uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260421-0014;Predatadas;NEWT;2026-04-21T12:31:23Z;2026-04-21T12:31:23Z;5493001KJTIIGC8Y1R12;7LTWFZYICNSX8D621K86;PRED-20260421-0014;PRED-20260421-0014-X;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T12:31:53Z;2026-04-21T12:31:53Z;TRIPARTY;TRIPARTY
PRED-20260421-0015;Predatadas;NEWT;2026-04-21T13:38:34Z;2026-04-21T13:38:34Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260421-0015;PRED-20260421-0015;2026-04-21;2026-04-21;BUYSELLBACK;BUYSELLBACK;2026-04-21T13:39:04Z;2026-04-21T13:39:04Z;BILATERAL;BILATERAL
PRED-20260421-0016;Predatadas;NEWT;2026-04-21T14:45:45Z;2026-04-21T14:45:45Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260421-0016;PRED-20260421-0016;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T14:46:15Z;2026-04-21T14:46:15Z;TRIPARTY;TRIPARTY
PRED-20260421-0017;Predatadas;NEWT;2026-04-21T15:52:56Z;2026-04-21T15:52:56Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260421-0017;PRED-20260421-0017;2026-04-21;2026-04-21;BUYSELLBACK;BUYSELLBACK;2026-04-21T15:53:26Z;2026-04-21T15:53:26Z;CSD;CSD
PRED-20260421-0018;Predatadas;NEWT;2026-04-21T16:59:07Z;2026-04-21T16:59:07Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260421-0018;PRED-20260421-0018;2026-04-21;2026-04-21;SECLEND;SECLEND;2026-04-21T17:00:37Z;2026-04-21T17:00:37Z;CSD;CSD
PRED-20260421-0019;Predatadas;NEWT;2026-04-21T08:06:18Z;2026-04-21T08:06:18Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260421-0019;PRED-20260421-0019;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T08:06:48Z;2026-04-21T08:06:48Z;BILATERAL;BILATERAL
PRED-20260421-0020;Predatadas;NEWT;2026-04-21T09:13:29Z;2026-04-21T09:13:29Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260421-0020;PRED-20260421-0020;2026-04-21;2026-04-21;BUYSELLBACK;REPO;2026-04-21T09:13:59Z;2026-04-21T09:13:59Z;BILATERAL;BILATERAL
PRED-20260421-0021;Predatadas;NEWT;2026-04-21T10:20:40Z;2026-04-21T10:20:40Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260421-0021;PRED-20260421-0021;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T10:21:10Z;2026-04-21T10:21:10Z;CSD;CSD
PRED-20260421-0022;Predatadas;NEWT;2026-04-21T11:27:51Z;2026-04-21T11:27:51Z;7LTWFZYICNSX8D621K86;VUJNWIVNFNEBFQSQE965;PRED-20260421-0022;PRED-20260421-0022;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T11:28:21Z;2026-04-21T11:28:21Z;BILATERAL;BILATERAL
PRED-20260421-0023;Predatadas;NEWT;2026-04-21T12:34:02Z;2026-04-21T12:34:02Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260421-0023;PRED-20260421-0023;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T12:35:32Z;2026-04-21T12:35:32Z;CSD;CSD
PRED-20260421-0024;Predatadas;NEWT;2026-04-21T13:41:13Z;2026-04-21T13:41:13Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260421-0024;PRED-20260421-0024;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T13:42:43Z;2026-04-21T13:42:43Z;CSD;CSD
PRED-20260421-0025;Predatadas;NEWT;2026-04-21T14:48:24Z;2026-04-21T14:48:24Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260421-0025;PRED-20260421-0025;2026-04-21;2026-04-21;SECLEND;SECLEND;2026-04-21T14:48:54Z;2026-04-21T14:48:54Z;CSD;CSD
PRED-20260421-0026;Predatadas;NEWT;2026-04-21T15:55:35Z;2026-04-21T15:55:35Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260421-0026;PRED-20260421-0026-X;2026-04-21;2026-04-21;BUYSELLBACK;BUYSELLBACK;2026-04-21T15:56:05Z;2026-04-21T15:56:05Z;BILATERAL;BILATERAL
PRED-20260421-0027;Predatadas;NEWT;2026-04-21T16:02:46Z;2026-04-21T16:02:46Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260421-0027;PRED-20260421-0027;2026-04-21;2026-04-21;SECLEND;SECLEND;2026-04-21T16:03:16Z;2026-04-21T16:03:16Z;BILATERAL;BILATERAL
PRED-20260421-0028;Predatadas;NEWT;2026-04-21T08:09:57Z;2026-04-21T08:09:57Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260421-0028;PRED-20260421-0028;2026-04-21;2026-04-21;SECLEND;BUYSELLBACK;2026-04-21T08:10:27Z;2026-04-21T08:10:27Z;TRIPARTY;TRIPARTY
PRED-20260421-0029;Predatadas;NEWT;2026-04-21T09:16:08Z;2026-04-21T09:16:08Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260421-0029;PRED-20260421-0029;2026-04-21;2026-04-21;REPO;REPO;2026-04-21T09:17:38Z;2026-04-21T09:17:38Z;CSD;CSD
PRED-20260421-0030;Predatadas;NEWT;2026-04-21T10:23:19Z;2026-04-21T10:28:19Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260421-0030;PRED-20260421-0030;2026-04-21;2026-04-22;BUYSELLBACK;BUYSELLBACK;2026-04-21T10:23:49Z;2026-04-21T10:23:49Z;TRIPARTY;BILATERAL
