uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260429-0015;Predatadas;NEWT;2026-04-29T13:38:34Z;2026-04-29T13:38:34Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260429-0015;PRED-20260429-0015;2026-04-29;2026-04-29;SECLEND;SECLEND;2026-04-29T13:39:04Z;2026-04-29T13:39:04Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260429-0016;Predatadas;NEWT;2026-04-29T14:45:45Z;2026-04-29T14:45:45Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260429-0016;PRED-20260429-0016;2026-04-29;2026-04-29;BUYSELLBACK;BUYSELLBACK;2026-04-29T14:46:15Z;2026-04-29T14:46:15Z;CSD;CSD
PRED-20260429-0017;Predatadas;NEWT;2026-04-29T15:52:56Z;2026-04-29T15:52:56Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260429-0017;PRED-20260429-0017;2026-04-29;2026-04-29;BUYSELLBACK;BUYSELLBACK;2026-04-29T15:53:26Z;2026-04-29T15:53:26Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260429-0018;Predatadas;NEWT;2026-04-29T16:59:07Z;2026-04-29T16:59:07Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260429-0018;PRED-20260429-0018;2026-04-29;2026-04-29;REPO;REPO;2026-04-29T17:00:37Z;2026-04-29T17:00:37Z;BILATERAL;BILATERAL
PRED-20260429-0019;Predatadas;NEWT;2026-04-29T08:06:18Z;2026-04-29T08:06:18Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260429-0019;PRED-20260429-0019;2026-04-29;2026-04-29;SECLEND;SECLEND;2026-04-29T08:06:48Z;2026-04-29T08:06:48Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260429-0020;Predatadas;NEWT;2026-04-29T09:13:29Z;2026-04-29T09:13:29Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260429-0020;PRED-20260429-0020;2026-04-29;2026-04-29;REPO;REPO;2026-04-29T09:13:59Z;2026-04-29T09:13:59Z;CSD;CSD
PRED-20260429-0021;Predatadas;NEWT;2026-04-29T10:20:40Z;2026-04-29T10:20:40Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260429-0021;PRED-20260429-0021;2026-04-29;2026-04-29;REPO;REPO;2026-04-29T10:21:10Z;2026-04-29T10:21:10Z;CSD;CSD
PRED-20260429-0022;Predatadas;NEWT;2026-04-29T11:27:51Z;2026-04-29T11:27:51Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260429-0022;PRED-20260429-0022;2026-04-29;2026-04-29;REPO;REPO;2026-04-29T11:28:21Z;2026-04-29T11:28:21Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260429-0023;Predatadas;NEWT;2026-04-29T12:34:02Z;2026-04-29T12:34:02Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260429-0023;PRED-20260429-0023;2026-04-29;2026-04-29;BUYSELLBACK;BUYSELLBACK;2026-04-29T12:35:32Z;2026-04-29T12:35:32Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260429-0024;Predatadas;NEWT;2026-04-29T13:41:13Z;2026-04-29T13:41:13Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260429-0024;PRED-20260429-0024;2026-04-29;2026-04-29;BUYSELLBACK;BUYSELLBACK;2026-04-29T13:42:43Z;2026-04-29T13:42:43Z;TRIPARTY;TRIPARTY
