uti;sft_type;action_type;reporting_timestamp_cp1;reporting_timestamp_cp2;other_counterparty_cp1;other_counterparty_cp2;uti_cp1;uti_cp2;event_date_cp1;event_date_cp2;type_of_sft_cp1;type_of_sft_cp2;execution_timestamp_cp1;execution_timestamp_cp2;method_used_to_provide_collateral_cp1;method_used_to_provide_collateral_cp2
PRED-20260406-0011;Predatadas;NEWT;2026-04-06T09:10:50Z;2026-04-06T09:10:50Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260406-0011;PRED-20260406-0011;2026-04-06;2026-04-07;BUYSELLBACK;BUYSELLBACK;2026-04-06T09:11:20Z;2026-04-06T09:11:20Z;TRIPARTY;TRIPARTY
PRED-20260406-0012;Predatadas;NEWT;2026-04-06T10:17:01Z;2026-04-06T10:17:01Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260406-0012;PRED-20260406-0012;2026-04-06;2026-04-06;BUYSELLBACK;BUYSELLBACK;2026-04-06T10:18:31Z;2026-04-06T10:18:31Z;CSD;CSD
PRED-20260406-0013;Predatadas;NEWT;2026-04-06T11:24:12Z;2026-04-06T11:24:12Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260406-0013;PRED-20260406-0013;2026-04-06;2026-04-06;BUYSELLBACK;REPO;2026-04-06T11:25:42Z;2026-04-06T13:24:12Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260406-0014;Predatadas;NEWT;2026-04-06T12:31:23Z;2026-04-06T12:36:23Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260406-0014;PRED-20260406-0014;2026-04-06;2026-04-07;REPO;SECLEND;2026-04-06T12:31:53Z;2026-04-06T12:31:53Z;CSD;THIRD_PARTY_AGENT
PRED-20260406-0015;Predatadas;NEWT;2026-04-06T13:38:34Z;2026-04-06T13:38:34Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260406-0015;PRED-20260406-0015-X;2026-04-06;2026-04-06;REPO;REPO;2026-04-06T13:39:04Z;2026-04-06T13:39:04Z;CSD;CSD
PRED-20260406-0016;Predatadas;NEWT;2026-04-06T14:45:45Z;2026-04-06T14:45:45Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260406-0016;PRED-20260406-0016-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T14:46:15Z;2026-04-06T14:46:15Z;CSD;CSD
PRED-20260406-0017;Predatadas;NEWT;2026-04-06T15:52:56Z;2026-04-06T15:57:56Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0017;PRED-20260406-0017;2026-04-06;2026-04-07;REPO;SECLEND;2026-04-06T15:53:26Z;2026-04-06T15:53:26Z;CSD;CSD
PRED-20260406-0018;Predatadas;NEWT;2026-04-06T16:59:07Z;2026-04-06T16:59:07Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0018;PRED-20260406-0018-X;2026-04-06;2026-04-06;BUYSELLBACK;BUYSELLBACK;2026-04-06T17:00:37Z;2026-04-06T17:00:37Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260406-0019;Predatadas;NEWT;2026-04-06T08:06:18Z;2026-04-06T08:06:18Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0019;PRED-20260406-0019;2026-04-06;2026-04-06;REPO;REPO;2026-04-06T08:06:48Z;2026-04-06T10:06:18Z;BILATERAL;BILATERAL
PRED-20260406-0020;Predatadas;NEWT;2026-04-06T09:13:29Z;2026-04-06T09:13:29Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0020;PRED-20260406-0020-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T09:13:59Z;2026-04-06T09:13:59Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260406-0021;Predatadas;NEWT;2026-04-06T10:20:40Z;2026-04-06T10:20:40Z;R0MUWSFPU8MPRO8K5P81;R0MUWSFPU8MPRO8K5P81;PRED-20260406-0021;PRED-20260406-0021-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T10:21:10Z;2026-04-06T10:21:10Z;CSD;CSD
PRED-20260406-0022;Predatadas;NEWT;2026-04-06T11:27:51Z;2026-04-06T11:27:51Z;VUJNWIVNFNEBFQSQE965;VUJNWIVNFNEBFQSQE965;PRED-20260406-0022;PRED-20260406-0022;2026-04-06;2026-04-07;REPO;SECLEND;2026-04-06T11:28:21Z;2026-04-06T13:27:51Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260406-0023;Predatadas;NEWT;2026-04-06T12:34:02Z;2026-04-06T12:34:02Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0023;PRED-20260406-0023-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T12:35:32Z;2026-04-06T12:35:32Z;TRIPARTY;TRIPARTY
PRED-20260406-0024;Predatadas;NEWT;2026-04-06T13:41:13Z;2026-04-06T13:41:13Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260406-0024;PRED-20260406-0024;2026-04-06;2026-04-06;REPO;SECLEND;2026-04-06T13:42:43Z;2026-04-06T15:41:13Z;BILATERAL;BILATERAL
PRED-20260406-0025;Predatadas;NEWT;2026-04-06T14:48:24Z;2026-04-06T14:53:24Z;7LTWFZYICNSX8D621K86;7LTWFZYICNSX8D621K86;PRED-20260406-0025;PRED-20260406-0025;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T14:48:54Z;2026-04-06T16:48:24Z;THIRD_PARTY_AGENT;TRIPARTY
PRED-20260406-0026;Predatadas;NEWT;2026-04-06T15:55:35Z;2026-04-06T15:55:35Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260406-0026;PRED-20260406-0026;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T15:56:05Z;2026-04-06T15:56:05Z;CSD;CSD
PRED-20260406-0027;Predatadas;NEWT;2026-04-06T16:02:46Z;2026-04-06T16:02:46Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260406-0027;PRED-20260406-0027-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T16:03:16Z;2026-04-06T16:03:16Z;CSD;CSD
PRED-20260406-0028;Predatadas;NEWT;2026-04-06T08:09:57Z;2026-04-06T08:09:57Z;R0MUWSFPU8MPRO8K5P81;5493001KJTIIGC8Y1R12;PRED-20260406-0028;PRED-20260406-0028-X;2026-04-06;2026-04-06;REPO;REPO;2026-04-06T08:10:27Z;2026-04-06T08:10:27Z;THIRD_PARTY_AGENT;THIRD_PARTY_AGENT
PRED-20260406-0029;Predatadas;NEWT;2026-04-06T09:16:08Z;2026-04-06T09:16:08Z;5493001KJTIIGC8Y1R12;5493001KJTIIGC8Y1R12;PRED-20260406-0029;PRED-20260406-0029-X;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T09:17:38Z;2026-04-06T09:17:38Z;CSD;CSD
PRED-20260406-0030;Predatadas;NEWT;2026-04-06T10:23:19Z;2026-04-06T10:23:19Z;VUJNWIVNFNEBFQSQE965;R0MUWSFPU8MPRO8K5P81;PRED-20260406-0030;PRED-20260406-0030;2026-04-06;2026-04-06;SECLEND;SECLEND;2026-04-06T10:23:49Z;2026-04-06T10:23:49Z;BILATERAL;BILATERAL
